,리뷰 내용,month&year,mall_num,review_star,reveiw_star,img_num,modi_text,_nouns_in_text,text_length
866,"기존에 플러스 청축쓰다가 적축 구매했습니다.
청축도 만족했으나, 약간의 소음 때문에 적축구매했는데
상대적으로 조용하네요.
원래 플러스로 구매하려고 했으나
잘못 구매했지만,
좌우측 LED 유무가 사용하는데 큰 영향이 없어
그냥 쓰려고합니다.

키감은 청축보다 힘이 더들어가는것같은데
청축보다 조용해서 만족 합니다.",9,4,5,5,1,"기존에 플러스 청축쓰다가 적축 구매했습니다.청축도 만족했으나, 약간의 소음 때문에 적축구매했는데상대적으로 조용하네요.원래 플러스로 구매하려고 했으나잘못 구매했지만,좌우 측 LED 유무가 사용하는데 큰 영향이 없어그냥 쓰려고 합니다.키감은 청축보다 힘이 더 들어가는 것 같은데청축보다 조용해서 만족합니다.",0,169
867,아직 본체가 오지 않아 연결은 못해서 써보진 못했지만 직접 자판을 쳐봤을때 무거움감이 조금 있었지만 연속해서 자판을 치기엔 불편함이 없었고 적축치고는 소리가 조금 나는편이지만 나쁘지 않는거 같아요 가성비 좋은거 같아요,11,1,4,4,0,아직 본체가 오지 않아 연결은 못해서 써보진 못했지만 직접 자판을 쳐봤을 때 무거움 감이 조금 있었지만 연속해서 자판을 치기엔 불편함이 없었고 적축치고는 소리가 조금 나는 편이지만 나쁘지 않은 거 같아요 구성비 좋은 거 같아요,0,126
868,"적축이 손목에 무리가 덜 간다고 누가 추천해서 샀는데
아직 모르겠어요^^;;
그리고 조용하다고 했는데 기계식이 처음이라 적축도 왤케 소리가 크게 느껴지는지..
제가 겜은 아니고 사무실에서 쓰려고 샀는데 애매합니다..ㅋ
그래도 디자인도 이쁘고 불 들어오는것도 이쁘고 키감도 좋고 맘에는 들어요ㅎㅎ
배송도 빨라요!! 추천합니다^^",3,2,4,4,1,적축이 손목에 무리가 덜 간다고 누가 추천해서 샀는데아직 모르겠어요^^;;그리고 조용하다고 했는데 기계식이 처음이라 적축도 왜 이렇게 소리가 크게 느껴지는지..제가 게임은 아니고 사무실에서 쓰려고 샀는데 애매합니다.. ㅋ그래도 디자인도 이쁘고 불 들어오는 것도 이쁘고 키감도 좋고 맘에는 들어요ㅎㅎ배송도 빨라요!! 추천합니다^^,0,183
869,"오랜 시간 사용해 온 기계식키보드가 익숙해져 이직한 사무실에서 일반 키보드의 키감이 너무 묵직하고 그래서 구매를 하였습니다.

사용해본 느낌상 키감도 너무 좋고, 만족도가 높습니다. LED의 여러가지 모습이 사무실에서 눈에 띄지는 않지만, 멋진 이펙트가 참 많고 좋습니다.",11,8,5,5,1,"오랜 시간 사용해 온 기계식 키보드가 익숙해져 이직한 사무실에서 일반 키보드의 키감이 너무 묵직하고 그래서 구매를 하였습니다.사용해본 느낌상 키감도 너무 좋고, 만족도가 높습니다. LED의 여러 가지 모습이 사무실에서 눈에 띄지는 않지만, 멋진 이펙트가 참 많고 좋습니다.",0,152
870,제 인생 최악의 키보드를 꼽으라면 망설임 없이 이 키보드를 고르겠습니다. 11월에 구입한 이 키보드 얼마 쓰지도 않았는데 자주 사용하는 키들은 인식이 안되거나 두번씩 입력되거나 난리도 아닙니다. 값이 싼데는 다 그만한 이유가 있나봅니다.,9,1,1,1,0,제 인생 최악의 키보드를 꼽으라면 망설임 없이 이 키보드를 고르겠습니다. 11월에 구입한 이 키보드 얼마 쓰지도 않았는데 자주 사용하는 키들은 인식이 안되거나 두 번씩 입력되거나 난리도 아닙니다. 값이 싼 데는 다 그만한 이유가 있나 봅니다.,0,135
871,"좋은 제품입니다
기계식 키보드는 처음 사보는데 가격에 비해 좋은 성능을 가진 것 같네요
다만 기계식이라 그런지 적축이라해도 소음이 좀 나는편입니다
저는 멤브레인만 써서 그런지 신경이 좀 쓰이더라구요
참고하시면 좋을 것 같습니다",6,2,4,4,0,좋은 제품입니다기계식 키보드는 처음 사보는데 가격에 비해 좋은 성능을 가진 것 같네요다만 기계식이라 그런지 적축이라 해도 소음이 좀 나는 편입니다저는 멤브레인만 써서 그런지 신경이 좀 쓰이더라고요참고하시면 좋을 것 같습니다,0,124
872,아들 게임용으로 구매해서 사용하고 있었는데 버튼하나가 안눌러진다고 해서 재구매 했습니다. 개별로 버튼을 교체할수있는걸로 알고 있는데 이만한 가격에 이정도가성비 키보드는 없다고 생각해서 그냥 새것으로 재구매 했습니다.앱코 K640 게이밍 기계식 키보드 블랙 청축 정말 좋습니다.,8,3,5,5,0,아들 게임용으로 구매해서 사용하고 있었는데 버튼 하나가 안 눌러진다고 해서 재구매 했습니다. 개별로 버튼을 교체할 수 있는 걸로 알고 있는데 이만한 가격에 이 정도가 성비 키보드는 없다고 생각해서 그냥 새것으로 재구매 했습니다. 앱코 K640 게이밍 기계식 키보드 블랙 청축 정말 좋습니다.,0,162
873,배송 대박 빠름 주위!!다음날 바로옴.. 실물 깡패~~ 넘이쁘고 고급짐 주위 친구들 보고 부러워 죽음~~어깨뽕 넣은 듯 키보드에 힘주고 타자침..ㅎㅎ키보드 칠때마다 불빛도 보이고 소리는 아주~걍~~좋아죽음!!다들 믿고 구입하셔서 사용해보세요~~좋은 제품 입니다!!,9,3,5,5,0,배송 대박 빠름 주위!! 다음날 바로 옴.. 실물 깡패~~ 너무 이쁘고 고급 짐 주위 친구들 보고 부러워 죽음~~어깨 뽕 넣은 듯 키보드에 힘주고 타자침..ㅎㅎ키보드 칠 때마다 불빛도 보이고 소리는 아주~그냥~~좋아 죽음!! 다들 믿고 구입하셔서 사용해보세요~~좋은 제품입니다!!,0,156
874,청축이 확실히 시끄럽네요. 화이트 구매하고싶어서 어쩔 수 없이 구매했는데 정말 시끄럽습니다. 누르는 느낌은 좋고 불 들어오는 것도 이뻐요.택배 배송시에 다른 포장 없이 키보드 박스만 비닐에 담겨져서 오더라구요. 걱정하며 써봤는데 다행이 제품에 이상은 없었지만 포장이 아쉬웠습니다.,2,1,3,3,0,청축이 확실히 시끄럽네요. 화이트 구매하고 싶어서 어쩔 수 없이 구매했는데 정말 시끄럽습니다. 누르는 느낌은 좋고 불 들어오는 것도 이뻐요. 택배 배송 시에 다른 포장 없이 키보드 박스만 비닐에 담겨서 오더라고요. 걱정하며 써봤는데 다행히 제품에 이상은 없었지만 포장이 아쉬웠습니다.,0,158
875,빠른 배송 감사합니다. 버튼터치가 가볍다보니 누르고 바닥에 닿으면서 딱딱소리나는 느낌이네요 청축은 누를때 딸깍~~ 소리가 난다면 적축은 터치감이 부드럽지만 이런면이 있네요~~ 처음쓰시는 분들은 너무잘들어가는데??? 이런느낌이랄까요? 암튼 사용감은 좋네요 ^^ 사업번창하세요~,13,2,5,5,0,빠른 배송 감사합니다. 버튼 터치가 가볍다 보니 누르고 바닥에 닿으면서 딱딱 소리 나는 느낌이네요 청축은 누를 때 딸깍~~ 소리가 난다면 적축은 터치감이 부드럽지만 이런 면이 있네요~~ 처음 쓰시는 분들은 너무 잘 들어가는데??? 이런 느낌이랄까요? 암튼 사용감은 좋네요 ^^ 사업번창하세요~,0,163
876,몇시간 써봤는데 솔직히 이 퀄리티(고장이 쉽게 안난다는 전제 하에)에 이 가격이면 너무 감사할 정도입니다. 리뷰 보니 어떤 분들은 가격 생각안하시고 까기 바쁘시던데... 이 정도 가격에 이 정도 상품이면 감지덕지 할 정더라고 생각합니다. 감사합니다.,7,1,5,5,0,몇 시간 써봤는데 솔직히 이 퀄리티(고장이 쉽게 안 난다는 전제하에)에 이 가격이면 너무 감사할 정도입니다. 리뷰 보니 어떤 분들은 가격 생각 안 하시고 까기 바쁘시던데... 이 정도 가격에 이 정도 상품이면 감지덕지할 정도라고 생각합니다. 감사합니다.,0,141
877,아들녀석이 요즘 한창 타자연습 중이라 샀는데. 청축은 넘 시끄러울것 같아 적축으로 구매했는데. 아들녀석이 너무너무 좋아하네요~ 200타 넘기면 포상금 주기로 했는데... 곧 받아갈듯 싶네요. 동영상에서 타자소리 참고하세요. 개인적으로 이정도 소리면 적당하지 싶네요!,10,1,5,5,0,아들 녀석이 요즘 한창 타자 연습 중이라 샀는데. 청축은 너무 시끄러울 것 같아 적축으로 구매했는데. 아들 녀석이 너무너무 좋아하네요~ 200타 넘기면 포상금 주기로 했는데... 곧 받아 갈듯싶네요. 동영상에서 타자 소리 참고하세요. 개인적으로 이 정도 소리면 적당하지 싶네요!,0,155
878,메뉴얼보증서도 안들어있고 무슨 청소솔인가 집게인가 그런것도 하나도 안들어있고 테이프는 뜯은 흔적있네요. 반품합니다. 검수도 안하고 보냅니까? 반품상품받은거같은데 찜찜해서 못쓰겠네요. 지금 택배받자마자 뜯어보고 바로 반품합니다.,6,2,1,1,0,매뉴얼 보증서도 안 들어있고 무슨 청소 솔인가 집게인가 그런 것도 하나도 안 들어있고 테이프는 뜯은 흔적 있네요. 반품합니다. 검수도 안 하고 보냅니까? 반품 상품 받은 거 같은데 찜찜해서 못쓰겠네요. 지금 택배 받자마자 뜯어보고 바로 반품합니다.,0,138
879,전에 좀 가격이 나가는 기계식 키보드 사용하다가 그냥 싼거 한번 사용 해보자... 구입했는데 만족스럽군요... 게임 하는데 역시 장비 빨도 있겠지만.. 손이 우선입니다..ㅋㅋ 아 그리고 사무용으로는 사지마세요 생각 이상으로 소리가 크게 들려요 사무실에서는....ㅋㅋ,5,1,5,5,0,전에 좀 가격이 나가는 기계식 키보드 사용하다가 그냥 싼 거 한번 사용해보자... 구입했는데 만족스럽군요... 게임하는데 역시 장비 빨도 있겠지만.. 손이 우선입니다..ㅋㅋ 아 그리고 사무용으로는 사지 마세요 생각 이상으로 소리가 크게 들려요 사무실에서는....ㅋㅋ,0,148
880,"디자인도 깔끔하고,소리도 개인적으로 마음에 듭니다.컴퓨터 하나 장만하면서 키보드 정말 많이 고민했었는데 정말 마음에 듭니다.다른분들께도 강력추천합니다!가격도 나쁘지 않아서 좋았고 특히 포장이 정말 깔끔해서좋습니다!!",2,1,5,5,0,"디자인도 깔끔하고, 소리도 개인적으로 마음에 듭니다. 컴퓨터 하나 장만하면서 키보드 정말 많이 고민했었는데 정말 마음에 듭니다. 다른 분들께도 강력 추천합니다! 가격도 나쁘지 않아서 좋았고 특히 포장이 정말 깔끔해서 좋습니다!!",0,127
881,"Hacker 키보드 쓰다가 이번에 새로 같은 회사것으로 구매했는데, 보다 작고 가벼워져서 사용하기 편해요.
다만 전에는 손목 받침같은 부분이 있었는데, 이번에는 없는 모델을 구매했더니 추가로 손목 받침 안쓰면 손목이 약간 부자연스럽네요.",5,6,5,5,0,"Hacker 키보드 쓰다가 이번에 새로 같은 회사 것으로 구매했는데, 보다 작고 가벼워져서 사용하기 편해요.다만 전에는 손목 받침 같은 부분이 있었는데, 이번에는 없는 모델을 구매했더니 추가로 손목 받침 안 쓰면 손목이 약간 부자연스럽네요.",0,134
882,우체국택배로 빠른 배송 무지 만족합니다.전에 쓰던 키보드가 살짝만 눌러도 몇개씩 입력되서 바꿔 봤습니다.키감은 약간 통통 튀는 느낌?사용하는데는 문제 없습니다.화이트라 더 만족이네요..이거 몇달 써보고 괜찮으면 상위버전 구매 예정 입니다.많이 파세요.,8,1,5,5,0,우체국 택배로 빠른 배송 무지 만족합니다. 전에 쓰던 키보드가 살짝만 눌러도 몇 개씩 입력돼서 바꿔 봤습니다.키감은 약간 통통 튀는 느낌? 사용하는 데는 문제없습니다. 화이트라 더 만족이네요.. 이거 몇 달 써보고 괜찮으면 상위 버전 구매 예정입니다. 많이 파세요.,0,148
883,피히방에서 써봤는데 타격감도 좋고해서 저렴한 기계식 키보드를 샀었는데 별로더라구요...그래서 모델명 찍어와서 검색해봤더니 가격도 저렴하더라구요~구매하고 설치해서 사용해봤더니 피씨방에서 썼던 그 느낌이네요~~타격감 부드럽고 좋네요~^^많이파세요~^^,8,1,5,5,0,피시방에서 써봤는데 타격감도 좋고 해서 저렴한 기계식 키보드를 샀었는데 별로더라고요... 그래서 모델명 찍어와서 검색해봤더니 가격도 저렴하더라고요~구매하고 설치해서 사용해봤더니 피시방에서 썼던 그 느낌이네요~~타격감 부드럽고 좋네요~^^많이 파세요~^^,0,141
884,k640 청축 화이트 키보드를 구매했습니다키보드가 묵직해서 안정감있고 손목이 편안하네요 키감도 상당히 좋았습니다키보드의 led불에는 별관심이 없었는데~ 컴퓨터를 켜고 키보드가 인식될때 중앙에서부터 위아래로 색상이 아주 예쁘게 나타나네요디자인도 만족하고 빠른 배송에도 만족합니다 또 구매할께요~ㅎㅎ,7,3,5,5,0,k640 청축 화이트 키보드를 구매했습니다 키보드가 묵직해서 안정감 있고 손목이 편안하네요 키감도 상당히 좋았습니다 키보드의 led 불에는 별 관심이 없었는데~ 컴퓨터를 켜고 키보드가 인식될 때 중앙에서부터 위아래로 색상이 아주 예쁘게 나타나네요 디자인도 만족하고 빠른 배송에도 만족합니다 또 구매할게요~ᄒᄒ,0,172
885,"앱코 키보드를 1년 사용해보면서
가성비가 참 괜찮다는 생각이 들어 또 구매했습니다.
청축은 경쾌한 느낌인데 질리는 느낌이 있어
적축과 청축의 중간인 갈축으로 구매했네요
기본에 충실한 키보드라 만족하며 사용하겠습니다
앞으로도 좋은 제품 기대하겠습니다.",8,2,5,5,0,앱코 키보드를 1년 사용해보면서구성비가 참 괜찮다는 생각이 들어 또 구매했습니다.청축은 경쾌한 느낌인데 질리는 느낌이 있어적축과 청축의 중간인 갈축으로 구매했네요기본에 충실한 키보드라 만족하며 사용하겠습니다앞으로도 좋은 제품 기대하겠습니다.,0,134
886,배송도 빠르고 터치감도도 굉장히 좋아요 새로 pc 사면서 구매했는데 다른곳보다 금액도 착하고 택배도 포장이 잘 되어 왔어요 대만족입니다1 키보드 가운데보다 바깥쪽은 좀 터치감이 다른데 일부러 그렇게 만드신것 같기는 해요 불 들어오는것도 굉장히 예쁘네요,6,1,5,5,0,배송도 빠르고 터치 감도도 굉장히 좋아요 새로 pc 사면서 구매했는데 다른 곳보다 금액도 착하고 택배도 포장이 잘 되어 왔어요 대만족입니다 1 키보드 가운데보다 바깥쪽은 좀 터치감이 다른데 일부러 그렇게 만드신 것 같기는 해요 불 들어오는 것도 굉장히 예쁘네요,0,145
887,"키보드 감도 좋고 배송은 많이 늦었지만 다괜찮아요 근데...먼지막이가 이 모양인건...좀 많이 심하다고 생각해요... 저희 사촌형이 이 제품을 사용하는데 먼지막이도 같이 온다고 해서 산이유도 있거든요...
먼지막이가 이 모양으로 온건 많이...화나네요...",4,2,3,3,3,키보드 감도 좋고 배송은 많이 늦었지만 다 괜찮아요 근데... 먼지만이 가 이 모양인 건... 좀 많이 심하다고 생각해요... 저희 사촌 형이 이 제품을 사용하는데 먼지 박이도 같이 온다고 해서 싼 이유도 있거든요...먼지만이 가 이 모양으로 온건 많이... 화나네요...,0,152
888,"기계식 키보드를 찾던 중이었는데, 마침 모스트카에서 앱코 해커 K640 키보드를 판매해서 겟~했네요.
기계식 키보드 사용은 처음이라 아직은 어색하지만, 소리가 경쾌하고 키감도 좋네요.
디자인도~ 키감도~ 모두 훌륭합니다.
배송도 빨랐구요.",13,8,5,5,3,"기계식 키보드를 찾던 중이었는데, 마침 모스트 마에서 앱코 해커 K640 키보드를 판매해서 겟~했네요.기계식 키보드 사용은 처음이라 아직은 어색하지만, 소리가 경쾌하고 키감도 좋네요.디자인도~ 키감도~ 모두 훌륭합니다.배송도 빨랐고요.",0,131
889,"광고보고 구입했는데..
LED색상배열이 광고와 달라서 난감했슴.
LED색상도 바꿀수없고
그냥 적응하며 사용해야함.
얼른 광고수정을 해주셔야
구입후 난감할일이 없겠지요.
광고에는 LED색상이 수평인데..
받아보니 LED색상이 수직으로 바뀌어있네요.
LED색상배열 이외에는 만족합니다.
묵직하고 경쾌하게 타이핑잘되고..",9,2,4,4,0,광고 보고 구입했는데..LED 색상 배열이 광고와 달라서 난감했음.LED 색상도 바꿀 수 없고그냥 적응하며 사용해야 함.얼른 광고 수정을 해주셔야구입 후 난감할 일이 없겠지요.광고에는 LED 색상이 수평인데..받아보니 LED 색상이 수직으로 바뀌어있네요.LED 색상 배열 이외에는 만족합니다.묵직하고 경쾌하게 타이핑 잘 되고..,0,183
890,k640 제품 매우 좋네요!! 우선 배송이 엄청 빨랐어요 이틀(48시간)도 안걸린거 같네요. 그리고 배송 받고 써보니 왜 평이 좋은지 알겠네요. 화려한LED에 타닥타닥 소리나는 기계식 키보드 감촉은 정말이지 말로 표현할 수 없어요. 피씨방 키보드만큼 또는 그 이상 좋아요 만족합니다!,5,1,5,5,0,k640 제품 매우 좋네요!! 우선 배송이 엄청 빨랐어요 이틀(48시간)도 안 걸린 거 같네요. 그리고 배송받고 써보니 왜 평이 좋은지 알겠네요. 화려한 LED에 타닥타닥 소리 나는 기계식 키보드 감촉은 정말이지 말로 표현할 수 없어요. 피시방 키보드만큼 또는 그 이상 좋아요 만족합니다!,0,161
891,배송빠르고 제품 성능도 만족합니다. 이번이 세번째 구매인데 사무실에서 사용하려고 소음이 적은 적축으로 구매했습니다. 먼저 구매한 제품은 1년이상 사용한거 같은데 아무문제없이 사용중입니다. 강추드리고 재구매 의사있습니다.,7,1,5,5,0,배송 빠르고 제품 성능도 만족합니다. 이번이 세 번째 구매인데 사무실에서 사용하려고 소음이 적은 적축으로 구매했습니다. 먼저 구매한 제품은 1년 이상 사용한 거 같은데 아무 문제 없이 사용 중입니다. 강추 드리고 재구매 의사 있습니다.,0,131
892,"아들 컴퓨터용으로 구매했습니다.
3월 14일에 주문, 3월 15일에 배송받았습니다.
빠르게 배송되서 만족하고요.

키보드 불빛이 일정하지 않아서인지. 인쇄가 지워져서 그런건지, ""ㅈ, ㅂ, 한자, etc"" 여러군데 자판의 글자가 완전하게 보이지 않아요. (사진첨부) 인쇄가 지워진듯한 느낌?

그외는 사용하는데 이상없고요. . 터치도 부드럽게 됩니다.",13,8,4,4,1,"아들 컴퓨터용으로 구매했습니다.3월 14일에 주문, 3월 15일에 배송받았습니다.빠르게 배송돼서 만족하고요.키보드 불빛이 일정하지 않아서인지. 인쇄가 지워져서 그런 건지, ""ㅈ, ㅂ, 한자, etc"" 여러 군데 자판의 글자가 완전하게 보이지 않아요. (사진 첨부) 인쇄가 지워진듯한 느낌?그 외는 사용하는데 이상 없고요. . 터치도 부드럽게 됩니다.",0,195
893,배송빠르고 제품도 만족 스럽네요 키감도 괜찮고 소리도 많이 크지않으며 적당합니다 본체가 아직 안와서 노트북 연결해보니 정상작동하며 타자치면 바로바로 입력됩니다 1000원추가하면 측면 LED만족스럽니다 ㅎㅎ 아 플러스 상품은 키커버해당이 안되는건 아쉽습니다,3,1,5,5,0,배송 빠르고 제품도 만족스럽네요 키감도 괜찮고 소리도 많이 크지 않으며 적당합니다 본체가 아직 안 와서 노트북 연결해보니 정상작동하며 타자치면 바로바로 입력됩니다 1000원 추가하면 측면 LED 만족스럽니다 ㅎㅎ 아 플러스 상품은 키 커버 해당이 안 되는 건 아쉽습니다,0,150
894,"기계식 키보드는 처음이라 다나와랭킹보고 구입하게됬는데,
높이가 낮은 납짝한 키보드 쓰다가 높이가 좀 높아진 키보드 쓰려니 적응이 좀 안되네용.. 엔터키도 ㅠ 이제는 역ㄴ 엔터키는 없나봐용.
적축이 조용하다고 해서 적축으로 샀는뎅 , 조용하긴 조용한데 청축 살껄 그랬나봐용. 뭔가 누르는 맛이 없네용 아직 키보드 바뀐지 얼마 안되서 적응안되서 그럴수도 ㅎㅎㅅㅎ
그리고 통울림이 좀 있어용.
그래도 가격대비 참 좋은 키보드 같습ㄴ,ㄷ다",13,2,4,4,0,"기계식 키보드는 처음이라 다 나와 랭킹 보고 구입하게 됐는데,높이가 낮은 납작한 키보드 쓰다가 높이가 좀 높아진 키보드 쓰려니 적응이 좀 안되네요.. 엔터키도 ㅠ 이제는 역ㄴ 엔터키는 없나 봐요.적축이 조용하다고 해서 적축으로 샀는데, 조용하긴 조용한데 청축 살걸 그랬나 봐요. 뭔가 누르는 맛이 없네요 아직 키보드 바뀐지 얼마 안 돼서 적응 안 돼서 그럴 수도 ㅎㅎㅅㅎ그리고 통울림이 좀 있어요.그래도 가격 대비 참 좋은 키보드 같음ㄴ, ㄷ다",0,248
895,하루만에 배송받고 일단 본체가 오기전이라 배치만 해놓았지만 버튼 눌러보니 너무 느낌이 좋고 게임이 잘될거 같아요 갈축으로 했는데 청축에 비해서는 소음이 덜 한것 같아서 좋습니다 개인적으로 너무 시끄럽지 않았으면 했거든요 본체 배송되어 오면 제대로 게임해봐야겠습니다,5,1,5,5,0,하루 만에 배송받고 일단 본체가 오기 전이라 배치만 해놓았지만 버튼 눌러보니 너무 느낌이 좋고 게임이 잘 될 거 같아요 갈축으로 했는데 청축에 비해서는 소음이 덜 한 것 같아서 좋습니다 개인적으로 너무 시끄럽지 않았으면 했거든요 본체 배송되어 오면 제대로 게임해봐야겠습니다,0,152
896,친구녀석이 키보드 추천해달라하여.. 제가 선물로 하나 구매해줬습니다. 저도 앱코키보드 사용중인데 가격대비 좋은키보드라서 선물하나했습니다. 친구가 받아보고 아주 좋아하더라구요.. 리뷰 작성시 장패드 증정까지 아주 좋은 아이템인거같습니다.,5,1,5,5,0,친구 녀석이 키보드 추천해 달라 하여.. 제가 선물로 하나 구매해줬습니다. 저도 앱코 키보드 사용 중인데 가격 대비 좋은 키보드라서 선물하나 했습니다. 친구가 받아보고 아주 좋아하더라고요.. 리뷰 작성 시 장 패드 증정까지 아주 좋은 아이템인 거 같습니다.,0,143
897,처음 PC를 맞추고 기계식 키보드를 구매하였습니다. 약간 스프링 소리가 나긴 하지만 크게 무리 없습니다. 사용감도 좋고 저렴한 가격에 다양한 기능이 있어 좋습니다! 입문 키보드로도 괜찮은 것 같아요! 잘 쓰겠습니다! 감사합니다.,5,2,5,5,0,처음 PC를 맞추고 기계식 키보드를 구매하였습니다. 약간 스프링 소리가 나긴 하지만 크게 무리 없습니다. 사용감도 좋고 저렴한 가격에 다양한 기능이 있어 좋습니다! 입문 키보드로도 괜찮은 것 같아요! 잘 쓰겠습니다! 감사합니다.,0,127
898,키감이 확실히 좋습니다. 가성비 좋은 축 키보드 디자인도 맘에 들고 다른 값싼 일반 키보드보다 무게감이 있어서 타이핑할 때 흔들리지 않습니다. 라인도 전선이아니라 실로 압축되어 있어서 쨍쨍합니다. 불빛도 이쁘네요 ㅎ 재구매 의사 있습니다.,6,7,5,5,4,키감이 확실히 좋습니다. 구성비 좋은 축 키보드 디자인도 맘에 들고 다른 값싼 일반 키보드보다 무게감이 있어서 타이핑할 때 흔들리지 않습니다. 라인도 전선이 아니라 실로 압축되어 있어서 쨍쨍합니다. 불빛도 이쁘네요 ㅎ 재구매 의사 있습니다.,0,134
899,배송 빠르고 포장도 신경써서 되있어서 좋았습니다 갈축을 샀는데 소음도 그닥 크지않고 좋은데요 이게 엔터가 작고 키배치가 익숙치않아서 그런지 전에 쓰던 삼성키보드표준보다는 좀 타자치기가 어긋나서 오타가 자주나는 단점이 있습니다 키보드 자체는 좋고 배송도 빨라 좋았습니다,10,7,4,4,0,배송 빠르고 포장도 신경 써서 돼있어서 좋았습니다 갈축을 샀는데 소음도 그다지 크지 않고 좋은데요 이게 엔터가 작고 키 배치가 익숙지 않아서 그런지 전에 쓰던 삼성 키보드 표준보다는 좀 타자치기가 어긋나서 오타가 자주 나는 단점이 있습니다 키보드 자체는 좋고 배송도 빨라 좋았습니다,0,157
900,중2 아들이 스타에 빠지면서 자꾸 조르던 키보드입니다.귀여운 반협박에 홀랑넘어가 주문했어요.컴알못이지만 보통 제가 쓰던 애들이랑 틀리긴하네요ㅎㅎ 무게감도있고 타자감도 좋아요.게이밍 키보드라든데 뭐가 틀린건지는 아들이 쫑알거려주겠죠 ? ㅎㅎ 잘쓸께요~,11,1,5,5,0,중2 아들이 스타에 빠지면서 자꾸 조르던 키보드입니다. 귀여운 반협박에 홀랑 넘어가 주문했어요.컴알못이지만 보통 제가 쓰던 애들이랑 틀리긴하네요ㅎㅎ 무게감도 있고 타자감도 좋아요. 게이밍 키보드라던데 뭐가 틀린 건지는 아들이 쫑알거려주겠죠? ㅎㅎ 잘 쓸게요~,0,144
901,배송도 빨랐고 안에 포장이 고급스럽게 되있어서 믿음이 많이 갔습니다 아직 본체가 오지않아 가동은 못해봤지만 버튼들이 눌릴때 터치감이 제가 딱 좋아하는 느낌이라 고장안 아니라면 오래 함께 할수 있을거 같습니다. 감사합니다.,7,1,5,5,0,배송도 빨랐고 안에 포장이 고급스럽게 돼있어서 믿음이 많이 갔습니다 아직 본체가 오지 않아 가동은 못해봤지만 버튼들이 눌릴 때 터치감이 제가 딱 좋아하는 느낌이라 고 장안 아니라면 오래 함께 할 수 있을 거 같습니다. 감사합니다.,0,128
902,"장패드도 무슨 강아지 오줌냄새 나서 손수 빨고 세탁기 돌리고 5일 정도 말려서 썼습니다.
2021/04/30 추가내용입니다.
키보드 구매한지 3달이 지났어요
이 씨발새끼들아 키보드를 어떤 재질로 만들면 키보드가 눌러도 인식이 안되는거냐고 ㅋ
키보드를 사용 안하면 안할 수록 그 부분이 눌러도 인식을 안함

얘네들 교환 환불하는 절차도 되게 까다롭고 불친절하고 툭 던지면서
A/S 받겠냐 졷같은것들아 판매 이따구로 하지마
키보드 진짜 싸구려답다 판매처 진짜 ㅡㅡ",9,4,1,1,0,잘 패드도 무슨 강아지 오줌 냄새나서 손수 빨고 세탁기 돌리고 5일 정도 말려서 썼습니다.2021/04/30 추가 내용입니다.키보드 구매한지 3달이 지났어요이 씨발새끼들아 키보드를 어떤 재질로 만들면 키보드가 눌러도 인식이 안되는 거냐고 ㅋ키보드를 사용 안 하면 안 할수록 그 부분이 눌러도 인식을 안 함얘네들 교환 환불하는 절차도 되게 까다롭고 불친절하고 툭 던지면서A/S 받겠냐 졷같은것들아 판매 이따위로 하지 마키보드 진짜 싸구려답다 판매처 진짜 ㅡㅡ,0,255
903,배송 : 엄청빨라요. 다음날 우체국택배로 받았어요. 소리 : 청축 처음 써보는데 소리 생각보다 좋아요 옛날 타자기 소리??라서 계속 사용하면 작업 시 생산성도 좋을것같아요 마감 : 마감은 큰기대 안했는데 생각보다 좋네요 그렇다고 마감이 좋다거나 그런건 아니고 딱 가격만큼하는것같아요 통울림 : 통울림 있어요 타건하다보면 텅텅 울림소리나네요 전반적으로 너무 좋습니다ㅎㅎ,5,1,4,4,0,배송 : 엄청 빨라요. 다음날 우체국 택배로 받았어요. 소리 : 청축 처음 써보는데 소리 생각보다 좋아요 옛날 타자기 소리??라서 계속 사용하면 작업 시 생산성도 좋을 것 같아요 마감 : 마감은 큰 기대 안 했는데 생각보다 좋네요 그렇다고 마감이 좋다거나 그런 건 아니고 딱 가격만큼 하는 것 같아요 통울림 : 통울림 있어요 타 건하다 보면 텅텅 울림소리 나네요 전반적으로 너무 좋습니다ㅎㅎ,0,218
904,주문한지 2일 만에 배송이 왔네요. 바로 연결해서 게임 한 판 해봤는데 타격감도 좋고 키보드 LED 변경도 생각보다 기능이 많아 놀랐습니다. 그 외에도 부가기능이 많아 숙지만 해두면 분명 편하게 사용할 수 있을거 같아 좋네요. 좋은 제품 잘 받았습니다. 감사합니다. 많이 파세요!,7,1,5,5,0,주문한지 2일 만에 배송이 왔네요. 바로 연결해서 게임 한 판 해봤는데 타격감도 좋고 키보드 LED 변경도 생각보다 기능이 많아 놀랐습니다. 그 외에도 부가기능이 많아 숙지만 해두면 분명 편하게 사용할 수 있을 거 같아 좋네요. 좋은 제품 잘 받았습니다. 감사합니다. 많이 파세요!,0,157
